epoch,train_loss,valid_pr_auc,valid_macro_f1,valid_threshold
82,0.41465073823928833,0.394787702882827,0.642128454715445,0.75
83,0.41528114676475525,0.3948160780656566,0.6412535160563283,0.78
84,0.4110110104084015,0.39512058213958334,0.6428663104968432,0.75
85,0.4111536741256714,0.3954507850673234,0.6444660134733411,0.75
86,0.4100551903247833,0.3957765697691963,0.6467928970312431,0.75
87,0.40832754969596863,0.3959976845103584,0.6466476113554883,0.75
88,0.4053152799606323,0.3959999833107659,0.6475203901038379,0.75
89,0.40738019347190857,0.39614807151474296,0.6463538983906064,0.75
90,0.4041929841041565,0.396353531976597,0.6458379109620591,0.75
91,0.4042713940143585,0.3963956575067382,0.6459053902120737,0.75
92,0.4028030037879944,0.3961849397904709,0.6453175646377265,0.75
93,0.4027624726295471,0.3957898238349838,0.6455355756419267,0.75
94,0.4031875431537628,0.3957404961266275,0.6442299105578005,0.75
95,0.4033209979534149,0.3954219871229283,0.6454022940423503,0.75
96,0.3952859044075012,0.3952498920623312,0.6455519797928527,0.75
97,0.39662981033325195,0.39509996077526766,0.6455519797928527,0.75
98,0.3970749080181122,0.3950123009224148,0.6460657164498389,0.75
99,0.3962721824645996,0.3951493821492832,0.647516044055833,0.75
100,0.3926316797733307,0.3953554802873962,0.6472981208451445,0.75
101,0.3938698470592499,0.3955121691991849,0.645560192997472,0.75
102,0.3923548460006714,0.3956107645503298,0.6456307842255056,0.75
103,0.39075517654418945,0.39560239745472137,0.6448999271388041,0.75
104,0.38995397090911865,0.39565177602853213,0.6459874739510421,0.75
105,0.39061087369918823,0.3951332365959477,0.6454693304282337,0.75
106,0.39024949073791504,0.3948700089666123,0.6472174402544643,0.75
107,0.38380780816078186,0.3943653720174743,0.6460379784772531,0.75
108,0.38593676686286926,0.3937950653986217,0.6456656750424362,0.75
109,0.38364824652671814,0.3933242313009005,0.64588429531342,0.75
110,0.3807479441165924,0.39301845049932393,0.6456656750424362,0.75
111,0.3792227804660797,0.393172655751511,0.6466946287337554,0.75
112,0.3802115023136139,0.3935595391864788,0.6450107893242476,0.75
113,0.3772355616092682,0.3937057537303213,0.645382791703271,0.75
114,0.37870606780052185,0.3938349223980808,0.6456010253186313,0.75
115,0.37624070048332214,0.3936890185754547,0.6460379784772531,0.75
116,0.37882503867149353,0.3935057075936721,0.6473735975351111,0.76
117,0.3800019323825836,0.39346456097546856,0.6450525207487133,0.76
118,0.37454140186309814,0.3931198682070639,0.6454934538444912,0.76
119,0.3765348792076111,0.39276056766503825,0.6464314720419545,0.76
120,0.3751301169395447,0.39237465790569054,0.647478890182514,0.76
121,0.36720848083496094,0.39218150740139107,0.6470946106722033,0.76
