epoch,train_loss,valid_pr_auc,valid_macro_f1,valid_threshold
42,0.4591381251811981,0.4381337165065782,0.6581222331645536,0.78
43,0.4544537663459778,0.4384050742619624,0.6584773461906568,0.78
44,0.45098960399627686,0.43899178619604273,0.6594093212138116,0.78
45,0.45209380984306335,0.4399567920646058,0.6604630432383201,0.78
46,0.4491104483604431,0.4404982833973492,0.6612828120615855,0.78
47,0.440608412027359,0.44106029290813437,0.6607884331501735,0.78
48,0.44622185826301575,0.4413566158627083,0.6583073368803727,0.78
49,0.4426266849040985,0.44172205433113926,0.6569028718471585,0.8
50,0.4380536675453186,0.44185489579136583,0.6578028707639436,0.78
51,0.43505027890205383,0.44266405307061574,0.6632094149967319,0.77
52,0.4367268979549408,0.4425906881246876,0.6621660552352968,0.77
53,0.4354207515716553,0.44303725977077,0.6621845346254795,0.77
54,0.42840060591697693,0.44320211369684537,0.6640176230172707,0.77
55,0.42956382036209106,0.44387194043757966,0.661796255212858,0.78
56,0.42417988181114197,0.44362839282667066,0.6621892673194455,0.78
57,0.42331039905548096,0.44373217791334185,0.6632293405976766,0.78
58,0.4221939444541931,0.44375898738356956,0.6631995296381421,0.78
59,0.4191001355648041,0.44385991678376086,0.6636859292739242,0.78
60,0.4112609028816223,0.4441336701873743,0.6642704505797081,0.78
61,0.41121432185173035,0.4425158127000069,0.663100724160632,0.78
62,0.4093671441078186,0.44219339210554287,0.6617345979663334,0.78
63,0.4081909954547882,0.44190664950441433,0.6629266676135018,0.78
64,0.40431830286979675,0.4413855856290452,0.6622455899618349,0.78
65,0.39717477560043335,0.440951570992224,0.6626186562318204,0.78
66,0.40105074644088745,0.44069242997283464,0.6644623006795649,0.78
67,0.3953659236431122,0.43961862487211883,0.6638892219158374,0.78
68,0.40004462003707886,0.43901891333084825,0.6656065010109902,0.78
69,0.39149904251098633,0.4377659456935792,0.665013428476211,0.78
70,0.38809719681739807,0.4368252029696009,0.664168162009741,0.78
71,0.38270458579063416,0.4359804549773639,0.6659512450867516,0.77
72,0.38060060143470764,0.4345911605389755,0.6640084436681514,0.77
73,0.3729611039161682,0.43407458918054587,0.6628452132867066,0.77
74,0.372745156288147,0.4343528404393257,0.6614884306438077,0.77
75,0.37595894932746887,0.4352880168481861,0.6651558909083868,0.77
76,0.3690781593322754,0.4358904457629905,0.66121144762434,0.79
77,0.3649977743625641,0.43491622686723286,0.6601818913869255,0.78
78,0.3580755591392517,0.43373566690948273,0.6585954570346734,0.79
79,0.3656805455684662,0.433493546938606,0.6585325278807747,0.78
80,0.3586623966693878,0.43312386210829373,0.6571334703737333,0.77
81,0.3536376953125,0.432681691943137,0.655441326294341,0.78
82,0.34820693731307983,0.43228181446983915,0.6570749309966917,0.76
83,0.3466307818889618,0.4328927161075875,0.656332380351242,0.76
84,0.34684455394744873,0.4327408833940488,0.6578046537048071,0.76
85,0.3376036286354065,0.4336714712547176,0.6589600391521205,0.76
